37,im also probothi understand that abortions can potentially kill the mother or make it difficult for her to give birth in future but i also understand that having a child youre unprepared for can set you backyou might be disownedyou might have to raise the child alonethe child may be a product of rape and you have to remember what happened everytime you look at the child
38,keep doing this its great to see someone see the hypocrisy in both these discussions need to have nuance but many people just tend to tick the tribal boxes rather than understanding the actual arguments
39,fetus
40,what the difference between a fetus and a baby
41,a baby has been born a fetus has not thats the scientific definition
42,my hair is also human life but you arent going to call me a murderer if i get a haircut human life isnt as precious as you think it is
43,the value of a human life is extremely subjective too
44,agreed but that usually depends on someones environment that they grow up in so that isnt a very strong argument for being prochoice
45,morally it maybe wrong but the key thing i dislike is the legislation behind it it shouldnt be illegal this isnt something that would affect me at all but i dislike laws that govern others in a way that limits their freedoms people that are generally prolife tend to come from more religious backgrounds so theres that as well as a whole the government should be completely secular with no religious influences
46,agreed
47,the lack of intellectual consistency on both sides is pretty amazing everyone you interviewed showed some sort of failure to understand the complexity of the issue they had their stances and nothing is going to change that it doesnt help that our two political parties have taken these opinions on as standards of battle it destroys the chance for fruitful conversation great video thanks for doing what you do
48,honestly as a pro choice person i would love to hear a productive conversation including everyone where we discuss ways to help new parents and babies without criminalizing or forcing most people do not want an abortion pregnancy is mostly preventable with proper sex ed and many people who are on the fence would happily keep the pregnancy if they had the financial support they need i would like the conversation to include a team of gynecologists to prevent medical misinformation from ruining the discussion the one thing that makes me upset about pro lifers is they very often use harmful misinformation
49,but you o wise omniscient one see all know all and are all get off your high horse bro were all ignorant in some way its not amazing its called being human dont even try to tell me you are unbiased
50,i agree with part of what you said but we are talking about an edited video and generally they paint brief oversimple responses to complex issues that can be talked for hours plus i didnt see that much a lack of intelectual consistency specially with their stance on abortion side by side with vacc mandate that comparison makes no sense and is a false dichotomy they involve wildly different scenarions on wild different answers and wildly different consequences it baffles me that the woman said its a fair point
51,as unbiased as anyone is going to get in day and age
52,the one thing that makes me upset about pro lifers is they very often use harmful misinformation like
53,wildly different scenarios can still be compared and the comparisons can still make sense both scenarios involve a tradeoff between bodily autonomy and some sort of greater good why shouldnt we compare positions on these two issues
54,its not really complex dont kill humans old young in a womens belly etc thats it its simple pro life truth
55,i am pro life and i never harmed anyone with misinformation ive heard of pro choicer who harmed others especially babies i am yet to decide if that makes me upset or just sad
56,i want less people so the freeway opens up lets kill these fetuses i swear everything that guy said was comedy gold
57,lmfao ye he was too funny its a shame so many people dont understand this kind of sarcasm these days
58,i am so for that bill burr shit
59,it wasnt sarcasm he was for pro choice
60,they arent exclusive bro you are exactly who adam wetton is talking about
61,that one was too funny
62,sacrifice sacrifice sacrifice
63,yes he was prochoice and in the begging he was sarcastically saying things that made he look like he was prolife
64,im astounded at your ability to ask controversial questions without starting a massive argument edit i just got to the point with the massive argument nevertheless still impressed
65,why make a distinction and attribute value onto the concept of virginity then either you dont believe in it and therefore you dont judge people with virginity as a consideration or you believe in it and you judge people with virginity as a consideration
66,people need to understand that its okay to disagree its okay to have different opinions i hate that nowadays there are only one way to solve a problem otherwise youre called many names simply because you disagree
67,the cultist dont believe in different opinions you have to follow the fairytale book or else
68,untrue
69,right is banning abortion left is saying do whatever u like its okay to disagree but conservatives banning the other side from freedom to live their life is wrong
70,the problem is perspective right is not taking away freedom from their perspective they are protecting the freedoms of the unborn
71,but people have different perspective on fetuses and unborn you can believe unborns are babies but some believe they are just cells until they are too big too abort so why are the rights shoving their ideology down other peoples throat if u dont want abortion good for you but dont force feed your propaganda do other people
72,is not only the right everyone is doing it if it was a simple problem there wouldnt be a debate about it the truth is we cannot even agree on when a fetus is considered human not even among prochoice so it is impossible to find a solution that will satisfy every side because each side is playing their own game
73,exactly so why ban abortion we should all respect each other and make the decisions for themselves this is why conservatives are fascists trying ban everyones rights at least the left is giving people the choice to do what they want
74,to protect one is to take something else from another do you not realize if we operate with your rules then both sides are trying to protect something by taking away something else and therefore is irrelevant as a justification
75,i appreciate that you are showing both of the extremes a middle ground should always be made yet in usa its two far sides in the game worst of all this dangerous mentality is spreading world wide
76,king nope can i safely guarantee its only usa that doesnt have a middle ground
77,i used to believe in the middle ground as well but one side as made far to many concessions the right and atm we are living in the lefts clown world so ive been voting on the right to get back to the middle i just hope the rights clown world wont follow
78,i dont see why a middle ground should be made on this issue either abortion is wrong in which case it should be banned or it is ok in which case no bans are necessary
79,when people say your questions are stupid you already know just by asking something that these narcissists may pick up a hint of resistance and they dont like that
80,as one born and raised in finland i was going to get aborted by fathers request but mother refused i raised to believe and understand reasonings behind finlands current abortion laws that are very strict abortion by process is really traumatizing experience not only to the woman but the doctor doing it no matter how professional they are they too are human but then there is this other factor that comes in that would make prolife very difficult to follow with every baby must be saved due chernobyl incident finland has had increased case of possible deformities baby would have some enough to consider abortion ive heard from my mother of her cousins stories of how they gave birth to babies that had no upper skull scalp and had no brain only to live a few minutes i believe abortion law is also considered mercy killing for those deformed babies because their livelihood and independence is incredibly hard to achieve and they might live with constant internal physical pain and being unable to have any say to it chances are their life expectancy is less than <number> years old at best im not talking about mild cases or aspergers or blindness im talking about really serious deformities that are medically so difficult to repair that the babies would end up either suffering after birth become stillborn or become test subject for medicine study the other reasons of course are rape economic struggle and family planning restrictions by partners request for ex i think its though really discouraging to tell my opinion on this since both sides are so extreme i understand that value of babys life its important but is it so important for us to try to make it outlive expectations with a disability that could make that childs life unbearable physically
81,of course there are always exceptions but the only thing i disagree with is when a woman has sex and then aborts then again has sex and aborts like bro
82,of course its terrible when a woman is irresponsible like that the trouble is that by trying to craft a law to stop those irresponsible women often times women who truly need an abortion are prevented from getting one and forced to carry babies to term that might kill the mother or the baby itself may be stillborn or have severe life threatening deformities
83,comment section what about the fault of the man did he do anything irresponsible asking for a friend
84,your opinion on pro life is manipulated health issues are always a concern rape is as well consent was already given in every other situation by the mother when she had sex
85,what exactly are you asking
86,how responsible or not is he right of anybody
87,the us is a country that blows out of proportion the rare cases to make abortion on demand for everyone up until <number> months or even after in california where i live even post roe v wade overturning they are trying to pass a law to make it acceptable to kill a child up to <number> days after birth we live in a country where abortion is rampant and the baby is dehumanized simply because its developing and because of the location <number> <number> children are aborted in california and i think nationwide it is <number> <number> these are not mostly people with extreme disabilities be very careful with the words you use as they will be weaponized in a already extremely proabortion society you have to realize a few things it is very easy to be prochoice when there are no survivors there are abortion survivors there is a community of <number> who have survived and those are just those who have joined the community mercy killing is extremely subjective in the case of gendercide there are entire villages in india and china that have no women in them because the mothers had ultrasounds found out the fetus was a female and aborted them in massive numbers being a woman is pretty hard in those countries so technically that could also be defined as mercy killing suffering is not measurable i have a friend with a child with extreme disabilities i also have a friend who was an adult who passed away this year with disabilities why is suicide illegal i dont know about finland law but its illegal in the us suicide is illegal because we should never advocate for it as a society we should always look to alternatives and ways to help people instead of killing them or them hurting themselves in a <number> european study <number> of children who are diagnosed before birth with down syndrome are aborted that was over <number> years agoare you advocating for more children to be aborted
88,the man should be apart of this issue and its ultimately the womans body and her choice
89,this i understand women need to take long term birth control that works for them although it might not work for everyone perfectly it still gives off good years of safety
90,vilifying the opposition is a lazy cop out to avoid conversation
91,i think this is actually the issue of responsibility and accountability
92,you think that rape victims children should be held accountable for getting pregnant after a man ejaculates in them
93,i dont even think hes referring to kids adult women dont have a right to abort their baby the only way id say it may be ok is if the woman would die from the child
94,they do have a right the unborn human is not entitled to exploit and or take the resources of the womans organs and she is not obligated to sustain the life of the unborn human its called bodily autonomy and dead people have more of that than living woman the unborn life doesnt even care about whats being done to it it doesnt feel pain cant suffer and doesnt even have a mind or consciousness to perceive anything at all its more so a life by scientific standards like micro bacteria than a philosophical one
95,shouldve thought abt it before having sex
96,maybe but they should still be able to choose
97,no but seriously some of these are kinda shocking to hear how easily they shout these onesided opinions but hey they are opinions
98,isnt it a battle of one side of opinions vs another theres no right or wrong answer
99,my mother had to get an abortion before she had me because the babys organs werent growing as it should and he was unlikely to survive after birth even if he did hell probably have to rely heavily on life support she still mentions this brother who i never met after over <number> years but she was relieved that she had the option to choose if abortion was illegal under strict circumstances it will only bring more trauma and health complications to my mom family i have a younger brother now and he is healthy and thriving living the life all parents will hope for their children
100,she at least could have given him a chance
101,for me the problem is not even the abortion but the fact that such a big number of girls are getting pregnant without having what it takes to be a mother it feels like having unprotected sex is more important than going to therapy nowadays hookup culture is the worst
102,i definitely lost some brain cells listening to these people wow great vid tho aha youre killing it
103,thanks for watching
104,the last guy was spittin tho
105,this channel is actually amazing to develop your view of the world and seeing all the different viewpoints you can have it is a breath of fresh air to see someone talking about an issue but from a firmly neutral standpoint these are the types of things that challenge your viewpoint in a healthy way and is the solution to the radicalizations of the left and right
106,i dont remember the last time i felt the need to hit that subscribe button i support your initiative and will continue to support it most of those issues are viewed as black and white were often vilified and called names for even questioning them
107,the production quality and your effort to get both sides of the story is admirable well done
108,you deserve way more subs honestly in every video ive watched so far youre doing a great job of showing both sides of the debate at hand we need way more content that actually challenges beliefs views and supposed strong arguments which can sometimes crumble under the slightest bit of scrutiny
109,<number><number> thank you there needs to be more people trying to facilitate real genuine conversation rather than just constant screaming
110,the guy that say the gift of life is creepy af red flag all over his face xd
111,youve got quality videos ive run into them a few times now and i never regret watching them all the way through
112,contraception is not hard to come by unfortunately it is for a lot of people and you can use contraception and still get pregnant
113,im so glad i came across this channel i literally cant stop binging his videos
114,great video covering both sides as expected when observing both opinions theres always those selected few that just cant stand having there views challenged
115,people who call themselves empaths are some of the most narcissistic people youll ever encounter stay away from them
116,really well done bro i am very much on the pro life side but i really appreciate that you talk to both sides and actually use questionsarguments that the other side would use in a really chill way
117,youre doing good work gen keep it up
118,i adore that sarcastic guy there would never be a dull moment
119,bruh you are so amazing and an actual wise critical thinker most people nowadays have extreme selfrightious attitude on different issues when in reality that is the most foolish thing in the world every generation thinks that they are smarter than the previous one and wiser than the one after them yet they are all the same people need to read history and talk to people on both sides and spend just one hour thinking not being in their echochambers thank you for this video i am rooting for you
120,im incredibly prolife and this video was incredibly informative and it was great to see the arguments of both sides
121,yo this was a great video love the editing and storytelling
122,saw you on ig checked out a couple of vids and i just have to say your videos are really good keep it up
123,the level of virtue signaling from that brothers and sisters dude is crazy
124,how the hell do you only have so few subscribers great work mate have my sub
125,daaaaaaaaang you nailed it there are no easy answers were all just striving to figure ourselves out keep it up gen thank you
126,i love the choice of your topics and your storytelling style dude ive watched the video on transgender woman in womens sports and even though i am an ally i did think that there needs to be definitely many rules for each sport and your video was very good especially because i love to hear different perspectives and im sure many many other people do as well and its part of us being more inclusive also watched the video on love gonna watch this too now really love the choice of your topics and interested to see what else you bring forward already subscribed and a fan whos not biased to any one side but curious to learn and empathic as well great job you are what is needed for the next gen
127,ooooooo this was such a great video your take at the end about empathy going both ways is exactly why i have a hard time discussing topics like these with the vast majority of people no one wants to have open discussions and try to understand both sides points of view
128,cool channel i often see interview type videos like this but i enjoy how you dont simply listen to their opinions but also challenge them
129,heres my response to in cases of rape if someone came into my home beat me up raped me and then left their baby with me i wouldnt kill the baby i understand that pregnancy is far more nuanced than that so im not saying every rape case is the same with that in mind not all rape cases are you walking down the street and then getting gang raped criminals like this should be castrated some cases involve two adults participating in consensual sexual activity until the man goes too far in this instance you shouldnt sleep with someone outside of marriage but if you refuse to control yourself before marriage at least only sleep with someone you have a long term committed relationship with and is someone you can completely trust and respect at that point you should probably just get married to them anyways
130,if life begins at conception so should child support
131,of course when is women is discussable but if men could get pregnanat would never be debadable
132,i really enjoy these interviews and i thoroughly agree with the final thoughts he provided
133,thank you so much all i want is an honest respectful debate on this complex issue but we never seem to get one it is always just the same hostility protest signs and hate
134,really well done video love how this video has absolutely no bias from you professional journalist could learn a thing or to from this
135,give me the pain give me the suffering as long as its theoretical and cant actually happen to me
136,you have a refreshing approach and a gentlehumorous demeanor hope to run into you on the streets one day
137,i feel i need to point out that i am firmly prochoice before i say this i dont think it was necessary to make fun of those prolife people like that still a fun video ill consider subbing after watching a few more they generally seem pretty good
138,the thing about pro life is that the is no middle ground a life is a life regardless on the circumstances whether it has down syndrome or is conjoined twins whether it was conceived out of rape or one night stand whether the child is going to survive <number> weeks out of the womb or <number> years its a life regardless so if you believe that an abortion is needed for any of these circumstances i mentioned or any other ones than you arent pro life you are pro choice because in certain situations you want the woman to have the choice of having an abortion which isnt pro life at all now when women are allowed to have those abortions is a completely separate topic pro life by pure definition is extreme and there is no middle ground i wanted to speak on the religion aspect does that guy know that since he had pre marital sex that he just committed the same level of sin as a murder because by his own definition no sin is greater than the other
139,vilifying the opposition is a lazy cop out to avoid conversation and critical thought this should be said at the beginning of every class in every school from now on well said
140,do you think adoption should be prioritized more than abortion america has not fixed our adoption foster system right sis so if we prioritize the adoption system then what do you think will happen
141,this is absolutely great content subbed
142,this is am extremely difficult subject to form a complete opinion of personally i see merit in arguments from both sides of the fence and i see faults in arguments from both sides i cant form a direct opinion on the matter i go way too back and forth with my take so its a debate that i choose to sideline myself from to allow people with more solid takes to make a determination of and yet again you did a phenomenal job exploring all aspects you could of this subject remaining respectful to both sides doing great editing work and gathering diverse takes even from different people on the same side of the conversation you rock and we really need you to blow up your content deserves to reach everyone it possibly can
143,if men could get pregnant you know what the rule is gonna be thats all im saying
144,thinking that sex is simply for reproduction at this point in history is insane sex has been about more than reproduction for awhile and most people arent only having sex in hopes of conceiving
145,i love contents like this we need more of it in this divided world thank you so so much do you have patreon
146,man youre doing some good work thanks and i hope your channel with grow
147,learned a lot great video
148,i love this common ground and sharing both side im sick of both sides yelling nonsense at each other
149,as a centralist on this matter i appreciate how these interviews were conducted and that both sides had their chance to share their opinions
150,love your concluding message
151,this video does a great job of representing the pros and cons of each side
152,theres <number> types of black people lmfao this sent me
153,heres a question for both sides are you willing to pay for it as in if youre prolife will you be willing to pay for the upbringing of an unwanted child if youre prochoice are you willing to pay for the medical procedures and any therapy for the mother
154,love what you are doing by asking these questions not only on this video but all of the videos you make someone has to ask these questions someone has to wonder is this correct bless you by who or whatever you believe in
155,this is one of those issues where i believe you shouldnt have an absolutist perspective both sides need to hear out the other side and we need to come to a balanced agreement
156,safe abortion is a contradiction in terms like safe murder
157,so beautiful to finally see well presented nonbiased presentations of issues to be honest there is nothing i see like this channel now because mostly people are trying to push their own political agenda rather than trying to stimulate discussion
158,im dead youre hilarious keep doing what youre doing
159,one thing to say whatever your stance should be something that youre up front about prolife take those steps to marriage before bringing a life into the world or contraception pro choice dont attack someone for making that choice
160,its a huge moral grey area yes i think it should be available but its not like people who get abortions are all yeah i felt a bit sick and it turns out im preggo so im on my way to pop that little bugger its hard on them too and it doesnt help when you scream god hates you
161,i love your vids sm you have a refreshing pov keep going <<number>
162,ok im sold great video subscribed
163,if empathy means no longer considering others experiences if empathy no longer means empathy i gotta agree with you personally i see this whole debate as being unnecessary people are being set against each other so we dont unite and figure these things out look what happened to you you were interviewing someone in a good way then someone came up to you and started mongering hate and anger
164,this is a great video i am prolife unless its rape or to protect the mother i know its a hard decision for some women to get an abortion but i have seen many who are proud of it and who keep getting them its really disturbing how many repeat abortions there are in the state of florida they make you answer some questions before the procedure i believe it was from <number> stats that <number> of all women listed no reason or their abortion the choices were rape socioeconomic reasons health i dont remember if there were more reasons thats an absurd amount of abortion procedure that indisputable ends a growing humanto happen for no dire reason
165,i love your videos and your bits of wisdom too low key guru
166,holy shit great video and a very good closing line
167,just starting watching your vids i cant tell if youre left or right and i fucking love it
168,r word is the exception and exceptions doesnt disprove the rule just dont have sex or use contraceptions just because you can abort a baby doesnt mean you should just like any person has the right to kill you just because they want you dead and they could doesnt mean they should btw men should have a say since it is also their child
169,these are all really good and valid questions to ask i find both sides of this debate resort to vilifying each other refusing to listen to each other and accusing one another of being basically the worst humans imaginable so beyond the pale that it isnt worth having a debate or discussion having emotions behind an opinion or subject isnt a bad thing it is when those emotions interfere with your ability to interact with those who hold opposing views im personally very prolife i believe abortion ends an innocent human life at any stage in the pregnancy but ive never thought of the vast majority of prochoicers as people who advocate knowingly for murder i simply think their logic is misguided i dont think they are bad people at least not most of them you dont have to agree with someones views but make an effort to understand them the fact this is so hard to people in todays age is stunning
170,good channel bro subscribed
171,thank you for your take i love that you dont straight up throw yourself on one side of the debate but encourage to give voice to every opinion what follows is my count on the issue trying to be reasonable it is long so most likely noone will read it but whatever disclaimerskip to the real stuff one paragraph below i wont give any overly technical take on when babies become sentient i am not qualified for that i am sure there are very intelligent arguments coming from people researching the brain tho that can be and are being made and they can push the bounds of how abortion untill some weeks scientifically proven shouldnt effect any feeling fetus i can guarantee you that what i can opinionate with certainty regardless is that my assertion when someone says life is sacred before the precursor of the brain the neural tube around mid week <number> to week <number> is formed they are ignorant about the realities of how our body workes without nervous tissue cell types that our brain is made of we cant sense anything we cant be alive without a heart too ofc so you could go of that mark too but more important for me is the question is there any chance being a <number> week old product of germination feels to the product of germination something like being us feels to us can a <number> week old whatever think reflect feel single cell organisms can react to outside influences but its a humongous stretch to assume the bacteria thinks like we do feels like we do there has to be a good reason to assume it feels something to be a <number> week old cell blob and without nervous tissue i dont see how there could be any reason counter argumentpropably many would think i miss the point and suggest every potential sentient being as sacred if a sperm cell is basically a human what i said is meaningless what does this counter argument actually mean i just hope those people follow through and either dont ejaculateever if they are male or if they are female they produce a baby every time their body gives them the chance otherwise they are murdering all the time in their logic actually even reproducing is mass murder because what of those millions of sperm cells that didnt make it but could grow to be people or is that okay because god intended those potential humans to die so one or maybe two three can live so i hope you follow through and if a male preserve every sperm cell only extracting one to artificially implant each time you want to fertilize good for you i guess common ground on this issue is beyond our capability except if you agree that personal belief shouldnt take precedence in legislation over evidence there is also no magic happening at the time of germination beyond the marvel of what is actually happening and what we can see under a microscope or with other methods and when we look at what we can actually see we see its equivalent whether we have a few cells with no means of feeling or a bigger blob of cells with no possible means of feeling either they become a human or not potential can onlly mean nothing or everything sacred soul maybe whatever but if you ask me never before we have a braincounter argument part <number>
172,didnt care for making fun of the passionate guy continuing life despite suffering is the most honorable thing a person can do someone in a wheelchair playing sports someone morbidly obese losing a ton of weight and yes a scared girl who finds out shes pregnant wrong or right and overcomes fear to arrive at the decision that it is wrong to kill the child and to bear the weight of the responsibility those people are called mothers and i fucking love mine
173,anyone answering the question when does life begin with as soon as it comes out of their womb hasnt really thought about it much it should at least be as soon as the baby is capable of living by itself which would mean after <number><number> months
174,lmao at the dude around <number><number> that is some brutal honesty and requires a lot of humility good on him
175,what i get from this video is that both the pro choice and pro life have both intellectuals who make reasonable arguments and idiots who believe in stuff they dont even know you should do more of this
176,my birth father wanted me to be aborted my mother decided to give me up for adoption i was very fortunate to get adopted from birth my halfsister spent a majority of her life in the system because she wasnt given up right away the system is mostly awful and to just say give the baby up for adoption ignores that many people who tell people to give their babies up for adoption have never and will never adopt there are so many children that are born and just shoved into the system because their parents dont want them and there arent enough people adopting and fostering there are also medical cases that are often ignored there was supposed to be a sibling in between me and my halfsister my birth mother had complications and had to abort because my birth mother did that i eventually got to meet her and my halfsister if she had decided to try and carry it is very likely i wouldnt have met any of my birth family i wouldnt have known the difference had i been aborted and that is ok with me im thankful for the life i have but i recognize that it was never my decision to be conceived or born
177,i had an abortion im pro choice but it definitely is murder i couldnt be pregnant for my own mental health it was too dangerous and i am by myself with a toddler i had to mourn the death of the baby i killed i will live with this forever but i dont regret it i was heavily affected by the hormones and i couldnt be present for my toddler suicide was a constant temptation everyone has their own challenges in life and we should practice compassion because we have no idea what those people are going through
178,bro how is this guy not famous
179,your better than a lot of news channels your unbiased and thats respectable
180,totally agree we must hear both side of the story but there are sociopath and psychopath on both side that must identified first they are those with the agenda of burning down the world for giggles
181,was hoping to learn about the two kinds of black people
182,spicy ending d the people calling themselves empaths are some of the most toxic people ive encountered tbh
183,<number><number> is disturbing dude is sussy af
184,his face <number><number> there are <number> types of black people
185,im calling it now this guy is gonna be big
186,if the father doesnt have a say on weather or not to have an abortion then the mother doesnt get to have a say for child support if she decides to keep it why can one opt out but not the other
187,dude with the glasses had his priorities right clearing the highways xd
188,bodily autonomy is already understood by many yet applied oh so differently depending on the distribution of power among groups as an american woman right now my dead body literally has more rights than my living body if i dont consent to being an organ donor now then no one for any reason can use my body after life the state cannot use my dead body even if it gives potential life but now the state can in effect force me to experience pregnancy and birth which is no easy task if you havent talked to mothers about it people should have the right to control their bodies be it mental or physical non sequitur addendum prolifers the ones ive encountered eagerly point to soup kitchens adoption churches shelters and food stamps how come in my political life ive never seen them at the policy table when it comes to paid parental leave state paid <number><number> months or universal healthcare daycare and prek the us does not ensure a cent or second of parental leave touts of family values when theres no guaranteed material sustenance for them
189,interesting video def need more room for conversation today thought the parts where u laugh at that one prolife guy kinda didnt fit the unbiased approach of the rest of the video keep it up
190,its more men than women who thinks women doesnt have the right to abortion that speaks volume about the lack of empathy to women and selfishness of men this doesnt mean abortion is always ok there needs to be a casebycase judgement of who deserves abortion however the one biologically carrying the baby and facing all the biological risks of child bearing should have a bigger say not necessarily a complete say it depends on the circumstance
191,to me it should be a choice cause choices opportunity is needed for wisdom to be learnt therefore blaming the choice instead of the education of thoses old kids isnt the good thing to do imo hope you got my point despite my mediocre english
192,when does the life begins when they breath air thats a whole new level of wtaf
193,man crazy after finishing my test in my religious education subject i came across this topic about abortion in the perspectives of prochoice or prolife
194,something ive been thinking i find it very strange how when a woman is pregnant the woman is said to be the only one who has the right to abort the child because its her body but when that child comes out the man has to support the baby and the mother regardless of his opinion on having it
195,i really hate that what all the prolife people are missing is how shit some of the laws are written these lawmakers are not doctors for the most part and its clearly obvious the exceptions for saving a mothers life are so ambiguously written like imminent death without providing descriptive definitions of what that constitutes if youve ever read laws they usually start with a list of definitions and the terminology within the law often has its own unique definition that does not exist elsewhere in the language so now there are doctors that are afraid to performabortions in cases where the mothers life may be in danger where fetus is ancephalic etc
196,i dont know how i feel about the whole law thing buti am an only child and when i was <number> or sth my mom told me she was pregnant before me and aborted it i cried like a baby that day i could have had an older brothersister i mourned for them for a while
197,you are in another level thanks from spain
198,you did a great job if pushing back on peoples opinions
199,thing is if they say that life beings at conception and it should be thought of like that in terms of abortion then they need to consider it a life in every way they cant pick and choose when its considered a life or living being like a child that has been born if its life starts at conception then other things that apply to a life would need to start there too which means child support would have to start there too and other things would have to start and be available as soon as someone becomes pregnant
200,regardless of which side youre on can we at least agree that we need better sexual education we have kids who dont know what a period is until they get one absolutely horrifying its literally the only thing thats had a major impact on unwanted pregnancies and i dont think anyone wants those apart from maybe matt kids used to get impregnated at <number> walsh
201,its so hard having that civil debate anymore it seems like my two older brothers no longer talk to me or my mother due to having different beliefs from their own social media has made people of both sides kind of stay in their own bubble
202,id be happy to answer any questions as a pro lifer i think most of these arguments coming from the pro life side or both sides really werent as fact based as they could have been
203,forgot the hardest question sacrifice the fetus to save the mothers life or sacrifice the mother to saverisk the fetuss life theres a few medical instances where the mother is left to die in states that have banned abortion doctors refuse to sacrifice their jobsfreedomjailtime in order to save lives its a hard decision for them to make
